ClientID,Age,Gender,Race,Ethnicity,VeteranStatus
470795,42.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
81556,53.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
470794,42.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
464307,49.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
429152,32.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
470932,37.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
395939,60.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
465810,53.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
467137,37.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
169498,57.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
287048,38.0,Male,White (HUD),Hispanic/Latino (HUD),No (HUD)
461331,58.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
168637,57.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
450718,53.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
471317,56.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
415735,28.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
344697,49.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
434841,25.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
419124,43.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
471315,33.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
471316,52.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
127847,19.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
471455,37.0,Male,Native Hawaiian or Other Pacific Islander (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
471453,25.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
390892,43.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
471456,27.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
471458,37.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
417152,47.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
471544,54.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
444974,28.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
451500,21.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
471542,49.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
444135,24.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
463824,24.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
419375,26.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
316159,53.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
75600,42.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
471671,39.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
419171,21.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
387424,57.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
471672,23.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
388135,31.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
219671,59.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
471927,40.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
162032,38.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
281691,29.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
472140,25.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
472140,26.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
472573,29.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
339258,44.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
447152,22.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
472732,54.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1097,58.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
415735,28.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
467632,26.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
86177,55.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
452931,50.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
218168,30.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
460137,45.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
473525,55.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
183776,22.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
473521,64.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
415235,41.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
458275,61.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
463843,57.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
473520,62.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
175551,54.0,Male,Native Hawaiian or Other Pacific Islander (HUD),Hispanic/Latino (HUD),No (HUD)
458796,49.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
415066,20.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
427734,36.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
473522,35.0,Male,Data not collected (HUD),Hispanic/Latino (HUD),No (HUD)
473523,29.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
209331,58.0,Male,White (HUD),Hispanic/Latino (HUD),No (HUD)
427056,29.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
445699,53.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
452582,25.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
461886,28.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
473630,20.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
330916,71.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
473723,55.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
473722,30.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
468158,61.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
427639,46.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
474120,43.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
11625,49.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
474121,18.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
198791,39.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
345932,35.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
474416,50.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
474517,31.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
303331,59.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
468757,45.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
219671,59.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
337991,67.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
426301,50.0,Female,White (HUD),Hispanic/Latino (HUD),No (HUD)
228541,49.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
400528,23.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
474593,18.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
474631,43.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
160957,48.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
474630,47.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
474632,51.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
474633,57.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
474854,21.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
474856,26.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
474855,53.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
420702,52.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
475087,30.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
473723,55.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
301301,24.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
378313,52.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
388135,31.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
364915,26.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
475193,44.0,Male,American Indian or Alaska Native (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
452246,28.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
419124,43.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
457712,36.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
363216,37.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),
468404,69.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),
466391,30.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
466734,20.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
475701,43.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
475703,34.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
450718,53.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
147114,40.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
476015,20.0,Female,Data not collected (HUD),Hispanic/Latino (HUD),No (HUD)
476012,31.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
430061,36.0,Female,American Indian or Alaska Native (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
297643,27.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
476014,32.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
476011,60.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
471684,37.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
344699,56.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
475362,23.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
446574,29.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
103533,59.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
474633,57.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
411392,24.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
366028,54.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
447807,47.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
124181,49.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
475702,49.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
476384,30.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
416679,52.0,Male,American Indian or Alaska Native (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
179356,42.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
175551,54.0,Male,Native Hawaiian or Other Pacific Islander (HUD),Hispanic/Latino (HUD),No (HUD)
67984,50.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
353153,43.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
444572,39.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
476469,25.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
476470,29.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
419124,43.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
457893,55.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
446103,37.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
309393,41.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
458217,46.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
422786,49.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
271290,46.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
184832,67.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
216909,44.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
195489,44.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
161760,55.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
463824,24.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
476599,73.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
452762,46.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
442630,42.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
426508,62.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
409781,40.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
106968,53.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
476716,53.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
476865,49.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
472730,49.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
476863,63.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
365829,30.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
476866,59.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
471544,55.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
462366,54.0,Female,American Indian or Alaska Native (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
477001,20.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
477002,49.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
477091,37.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
477092,25.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
367109,59.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
477242,21.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
477243,50.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
477245,56.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
474630,47.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
469496,36.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
476988,42.0,Male,American Indian or Alaska Native (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
28079,26.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
278464,54.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
184123,24.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
477477,51.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
465903,54.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
476451,49.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
477611,41.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
475362,23.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
477723,66.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
452947,53.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
337991,67.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
431161,48.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
130671,58.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
477870,33.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
288272,51.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
477868,43.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
289294,31.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
477244,21.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
452582,25.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
447283,59.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
420459,55.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
478053,50.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
462369,40.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
432549,58.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
478304,69.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
294651,63.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
478519,29.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
474791,28.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
478521,57.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
334029,25.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
393430,55.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
180890,48.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
478893,58.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
478892,42.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
478890,66.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
443052,70.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
476988,42.0,Male,American Indian or Alaska Native (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
478894,39.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
452246,28.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
478891,52.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
342585,22.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
478976,53.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
287048,38.0,Male,White (HUD),Hispanic/Latino (HUD),No (HUD)
252004,55.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
312758,46.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
1001336,35.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
479753,20.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
333756,46.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
369309,31.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
479754,35.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
479758,48.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
479755,20.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
461886,28.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
473522,36.0,Male,Data not collected (HUD),Hispanic/Latino (HUD),No (HUD)
479760,30.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
466502,43.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
479757,51.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
479756,33.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
272559,68.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
468158,61.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
479985,26.0,Male,Native Hawaiian or Other Pacific Islander (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
173479,59.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
479982,29.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
479983,25.0,Male,Native Hawaiian or Other Pacific Islander (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2054,65.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
448687,53.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
293739,58.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
475362,23.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
457053,25.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
479174,42.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
344699,56.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
162631,60.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
200300,56.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
480429,22.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
167781,59.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
405506,19.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
196740,42.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
480644,25.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
466734,20.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
480645,26.0,Male,Native Hawaiian or Other Pacific Islander (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
480646,34.0,Male,Native Hawaiian or Other Pacific Islander (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
434841,25.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
481016,45.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
481015,52.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
214680,48.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
415735,28.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
360593,55.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
477545,53.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
173408,34.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2458,42.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
481111,63.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
134851,53.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
481110,41.0,Male,American Indian or Alaska Native (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
322898,68.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
481378,38.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
481381,23.0,Male,American Indian or Alaska Native (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
124181,50.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
198146,42.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
199637,54.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
481377,69.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
471997,27.0,Male,American Indian or Alaska Native (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
481514,31.0,Male,American Indian or Alaska Native (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
481515,34.0,Trans Female (MTF or Male to Female),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
171448,65.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
481512,27.0,Female,American Indian or Alaska Native (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
164980,46.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
161265,53.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
420019,55.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
344680,52.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
284328,60.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
481783,44.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
